_module,_source_file,VALUE,QUANTITY,DETAILS
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,100nF or 104,5,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,1uF,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,10uF,8,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,220R,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,1k,6,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,1k tempco,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,3k3,4,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,3k9,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,10k,8,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,15k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,33k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,39k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,47k,4,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,51k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,68k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,100k,21,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,120k,1,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,180k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,220k,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,RL,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,TL072 or TL082,8,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,LM13700M,1,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,DG202 or DG212,1,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,3mm LED,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,LL4148 diodes,6,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,BC847,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,BC857,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,"S1JL, Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,12,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,3,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,100k pot,4,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,10k trimpot,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,On-off-on toggle switch,2,
Dual LFO/VCO,dual_lfo-vco_build_and_bom.pdf,11mm m3 (or m2.5) stand-off,1,
Timbre,dual_timbre_build_and_bom.pdf,47pF,2,
Timbre,dual_timbre_build_and_bom.pdf,10nF,2,
Timbre,dual_timbre_build_and_bom.pdf,100nF,4,
Timbre,dual_timbre_build_and_bom.pdf,10μF,5,
Timbre,dual_timbre_build_and_bom.pdf,1k,4,
Timbre,dual_timbre_build_and_bom.pdf,2k2,2,
Timbre,dual_timbre_build_and_bom.pdf,3k3,2,
Timbre,dual_timbre_build_and_bom.pdf,4k7,2,
Timbre,dual_timbre_build_and_bom.pdf,6k8,2,
Timbre,dual_timbre_build_and_bom.pdf,10k,4,
Timbre,dual_timbre_build_and_bom.pdf,18k,2,
Timbre,dual_timbre_build_and_bom.pdf,22k,2,
Timbre,dual_timbre_build_and_bom.pdf,30k,2,
Timbre,dual_timbre_build_and_bom.pdf,33k,6,
Timbre,dual_timbre_build_and_bom.pdf,39k,2,
Timbre,dual_timbre_build_and_bom.pdf,47k,2,
Timbre,dual_timbre_build_and_bom.pdf,51k,6,
Timbre,dual_timbre_build_and_bom.pdf,68k,4,
Timbre,dual_timbre_build_and_bom.pdf,75k,2,
Timbre,dual_timbre_build_and_bom.pdf,91k,2,
Timbre,dual_timbre_build_and_bom.pdf,100k,6,
Timbre,dual_timbre_build_and_bom.pdf,120k,2,
Timbre,dual_timbre_build_and_bom.pdf,150k,12,
Timbre,dual_timbre_build_and_bom.pdf,240k,2,
Timbre,dual_timbre_build_and_bom.pdf,470k,4,
Timbre,dual_timbre_build_and_bom.pdf,680k,2,
Timbre,dual_timbre_build_and_bom.pdf,1M5,2,
Timbre,dual_timbre_build_and_bom.pdf,TL072 or TL082,6,
Timbre,dual_timbre_build_and_bom.pdf,TL074 or TL084,2,
Timbre,dual_timbre_build_and_bom.pdf,"stJ112, J308 or J309 (get J112 as 1 choice)",2,
Timbre,dual_timbre_build_and_bom.pdf,BC857,2,
Timbre,dual_timbre_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,2,
Timbre,dual_timbre_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,2,
Timbre,dual_timbre_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Timbre,dual_timbre_build_and_bom.pdf,"S1JL or similar, optional - for reverse voltage protection",2,
Timbre,dual_timbre_build_and_bom.pdf,LL4148,4,
Timbre,dual_timbre_build_and_bom.pdf,100k POT,6,
Timbre,dual_timbre_build_and_bom.pdf,100k trimpot,2,
GENiE,genie_build_and_bom.pdf,100pF,3,
GENiE,genie_build_and_bom.pdf,10μF,2,
GENiE,genie_build_and_bom.pdf,RL,3,
GENiE,genie_build_and_bom.pdf,1k,8,
GENiE,genie_build_and_bom.pdf,22k,9,
GENiE,genie_build_and_bom.pdf,100k,23,
GENiE,genie_build_and_bom.pdf,200k,3,
GENiE,genie_build_and_bom.pdf,TL072 or TL082,5,
GENiE,genie_build_and_bom.pdf,LL4148 diodes,8,
GENiE,genie_build_and_bom.pdf,3mm LEDs for panel,3,
GENiE,genie_build_and_bom.pdf,100k (B) pot,9,
GENiE,genie_build_and_bom.pdf,Eurorack 10 pin power connector,1,
GENiE,genie_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
GENiE,genie_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,15,
Giant B0n0,giant+B0N0+build+and+BOM.pdf,100kB pot,6,Tayda: A-1848
Giant B0n0,giant+B0N0+build+and+BOM.pdf,1nF (102),1,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,3.5mm kobiconn style socket,10,Tayda: A-865
Giant B0n0,giant+B0N0+build+and+BOM.pdf,10nF (103),1,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,47nF (473),2,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,100nF (104),10,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,10 pin eurorack power connector,1,
Giant B0n0,giant+B0N0+build+and+BOM.pdf,1uF (105),2,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,TL074,1,SOIC 0.050 pitch
Giant B0n0,giant+B0N0+build+and+BOM.pdf,PT2399,1,DIP
Giant B0n0,giant+B0N0+build+and+BOM.pdf,1k,12,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,4046,1,DIP (4000 series CMOS)
Giant B0n0,giant+B0N0+build+and+BOM.pdf,2k2,8,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,BC847,3,SOT-23 Tayda: A-1339
Giant B0n0,giant+B0N0+build+and+BOM.pdf,10k,7,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,78L05,1,thru hole
Giant B0n0,giant+B0N0+build+and+BOM.pdf,47k,7,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,1N4148 diode,1,thru hole
Giant B0n0,giant+B0N0+build+and+BOM.pdf,100k (c),5,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,10R resistor,2,thru hole
Giant B0n0,giant+B0N0+build+and+BOM.pdf,220k,1,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,1M,3,0805
Giant B0n0,giant+B0N0+build+and+BOM.pdf,10μF 25V (or more) electro,5,"thru hole, 2 mm pin spacing"
Giant B0n0,giant+B0N0+build+and+BOM.pdf,single vactrol,2,any will work
Giant B0n0,giant+B0N0+build+and+BOM.pdf,10k,1,thru-hole (see MOD)
Ian Fritz's Hypster,hypster_build_and_bom.pdf,1nF,4,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,100nF,8,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,10μF,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,220R,12,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,1k,12,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,2k,1,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,2k2,4,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,4k7,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,10k,6,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,18k,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,33k,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,39k,1,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,47k,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,68k,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,82k,6,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,100k,18,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,120k,3,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,180k,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,220k,7,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,270k,3,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,330k,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,470k,1,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,560k,1,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,1M,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,RL,4,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,LL4148 diodes,9,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,4V7 zener diodes,6,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,BC847,1,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,BC857,3,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,TL074 or TL084,5,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,LM13700,3,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,5mm 2 pin bi-polar LED,4,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,"1N400x or S1JL or similar, optional - for reverse voltage protection",2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,11,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,100kB pots,7,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,SPDT toggle switch,2,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,4,
Ian Fritz's Hypster,hypster_build_and_bom.pdf,40 Pin 2.54mm Single Row Pin Header Strip,1+,
Icbinavco,icbinavco_build_and_bom.pdf,10pF,2,
Icbinavco,icbinavco_build_and_bom.pdf,470pF,2,
Icbinavco,icbinavco_build_and_bom.pdf,10nF,2,
Icbinavco,icbinavco_build_and_bom.pdf,22n,1,
Icbinavco,icbinavco_build_and_bom.pdf,100nF (104),2,
Icbinavco,icbinavco_build_and_bom.pdf,1uF,1,
Icbinavco,icbinavco_build_and_bom.pdf,10μF,2,
Icbinavco,icbinavco_build_and_bom.pdf,22R,2,
Icbinavco,icbinavco_build_and_bom.pdf,100R,2,
Icbinavco,icbinavco_build_and_bom.pdf,1k,5,
Icbinavco,icbinavco_build_and_bom.pdf,1k tempco,1,
Icbinavco,icbinavco_build_and_bom.pdf,2k,1,
Icbinavco,icbinavco_build_and_bom.pdf,10k,8,
Icbinavco,icbinavco_build_and_bom.pdf,15k,2,
Icbinavco,icbinavco_build_and_bom.pdf,22k,2,
Icbinavco,icbinavco_build_and_bom.pdf,30k,1,
Icbinavco,icbinavco_build_and_bom.pdf,47k,2,
Icbinavco,icbinavco_build_and_bom.pdf,56k,1,
Icbinavco,icbinavco_build_and_bom.pdf,91k,1,
Icbinavco,icbinavco_build_and_bom.pdf,100k,14,
Icbinavco,icbinavco_build_and_bom.pdf,150k,1,
Icbinavco,icbinavco_build_and_bom.pdf,220k,1,
Icbinavco,icbinavco_build_and_bom.pdf,1M,1,
Icbinavco,icbinavco_build_and_bom.pdf,2M2,2,
Icbinavco,icbinavco_build_and_bom.pdf,5M6,1,
Icbinavco,icbinavco_build_and_bom.pdf,TL074 or TL084,1,
Icbinavco,icbinavco_build_and_bom.pdf,LL4148 diodes,12,
Icbinavco,icbinavco_build_and_bom.pdf,5V1 zener diode,1,
Icbinavco,icbinavco_build_and_bom.pdf,LM13700M,2,
Icbinavco,icbinavco_build_and_bom.pdf,TL072 or TL082,3,
Icbinavco,icbinavco_build_and_bom.pdf,BC847,2,
Icbinavco,icbinavco_build_and_bom.pdf,BCM857DS,1,
Icbinavco,icbinavco_build_and_bom.pdf,BC857,1,
Icbinavco,icbinavco_build_and_bom.pdf,20k trimpot,1,
Icbinavco,icbinavco_build_and_bom.pdf,100k trimpot,2,
Icbinavco,icbinavco_build_and_bom.pdf,100k (B) pot,5,
Icbinavco,icbinavco_build_and_bom.pdf,1M (A or B) pot,1,
Icbinavco,icbinavco_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Icbinavco,icbinavco_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Icbinavco,icbinavco_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,8,
Icbinavco,icbinavco_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,2,
Icbinavco,icbinavco_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,2,
Icbinavco,icbinavco_build_and_bom.pdf,11mm m3 stand-off,1,
It's 555,its_555_eurorack_build_and_bom.pdf,1nF,10,
It's 555,its_555_eurorack_build_and_bom.pdf,10nF,10,
It's 555,its_555_eurorack_build_and_bom.pdf,100nF,3,
It's 555,its_555_eurorack_build_and_bom.pdf,10μF,8,
It's 555,its_555_eurorack_build_and_bom.pdf,1k,7,
It's 555,its_555_eurorack_build_and_bom.pdf,1k8,5,
It's 555,its_555_eurorack_build_and_bom.pdf,2k2,5,
It's 555,its_555_eurorack_build_and_bom.pdf,10k,3,
It's 555,its_555_eurorack_build_and_bom.pdf,100k,35,
It's 555,its_555_eurorack_build_and_bom.pdf,220k,5,
It's 555,its_555_eurorack_build_and_bom.pdf,470k,5,
It's 555,its_555_eurorack_build_and_bom.pdf,BCM847DS,5,
It's 555,its_555_eurorack_build_and_bom.pdf,BCM857DS,5,
It's 555,its_555_eurorack_build_and_bom.pdf,555 or 7555,5,
It's 555,its_555_eurorack_build_and_bom.pdf,TL072 or TL082,4,
It's 555,its_555_eurorack_build_and_bom.pdf,Eurorack 10 pin power connector,1,
It's 555,its_555_eurorack_build_and_bom.pdf,"1N400x or S1JL or similar, optional - for reverse voltage protection",2,
It's 555,its_555_eurorack_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,10,
It's 555,its_555_eurorack_build_and_bom.pdf,100kB pots,15,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,100pF (101),1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,2.2nF (222),1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,100nF (104),8,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,1μF (105),2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,10μF,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,360R,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,470R,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,1k,3,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,1k TEMPCO,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,2k2,5,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,8k2,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,10k,4,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,12k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,27k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,30k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,33k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,39k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,47k,3,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,51k,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,56k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,62k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,91k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,100k,6,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,120k,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,220k,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,1M,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,1M5,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,2M2,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,BC857,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,BCM857DS,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,LM13700,2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,TL072 or TL082,4,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,LL4148 diodes,4,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,"1N400x or S1JL or similar, optional - for reverse voltage protection",2,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,9,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,100kB pots,8,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,100k trimpot,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,20k multi-trimpot,1,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,3,
Kareishuu VCO,kareishuu_vco_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,DG442 or DG212,2,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,4017,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,4071,3,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,4081,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,TL074,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,TL072,2,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,1N4148 diode,6,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,5mm LED,8,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,10uF electrolytic cap,2,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,104 (100nF) cap,9,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,103 (10n),1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,10R,2,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,1k,7,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,10k,11,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,100k,32,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,100k*,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,120k*,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,100k pot,8,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,jacks,15,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,SPDT on-on toggle switch,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,DPDT on-on toggle switch,1,
Mixseq1050buildbom,mixseq1050BuildBOM+vers1.pdf,Eurorack 10 pin power connector,1,
Mobius PiLL,mobius_pill_build_and_bom.pdf,220pF,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,1nF,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,4n7 = 4.7nF,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,100nF or 104,7,
Mobius PiLL,mobius_pill_build_and_bom.pdf,1uF,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,10uF,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,470R,3,
Mobius PiLL,mobius_pill_build_and_bom.pdf,1k,4,
Mobius PiLL,mobius_pill_build_and_bom.pdf,10k,6,
Mobius PiLL,mobius_pill_build_and_bom.pdf,15k,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,39k,3,
Mobius PiLL,mobius_pill_build_and_bom.pdf,47k,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,100k,19,
Mobius PiLL,mobius_pill_build_and_bom.pdf,150k,3,
Mobius PiLL,mobius_pill_build_and_bom.pdf,1M,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,4046,2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,LDR,6,
Mobius PiLL,mobius_pill_build_and_bom.pdf,TL072 or TL082,6,
Mobius PiLL,mobius_pill_build_and_bom.pdf,3mm LED,3,
Mobius PiLL,mobius_pill_build_and_bom.pdf,3.9V Zener diodes,3,
Mobius PiLL,mobius_pill_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Mobius PiLL,mobius_pill_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Mobius PiLL,mobius_pill_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,8,
Mobius PiLL,mobius_pill_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,7,
Mobius PiLL,mobius_pill_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,7,
Mobius PiLL,mobius_pill_build_and_bom.pdf,100k pot,6,
Mogue,mogue_build_and_bom_vers1.pdf,3n3 (=3.3nF),1,
Mogue,mogue_build_and_bom_vers1.pdf,100nF,2,
Mogue,mogue_build_and_bom_vers1.pdf,330nF,1,
Mogue,mogue_build_and_bom_vers1.pdf,10μF,3,
Mogue,mogue_build_and_bom_vers1.pdf,220uF,2,
Mogue,mogue_build_and_bom_vers1.pdf,10R,2,
Mogue,mogue_build_and_bom_vers1.pdf,47R,1,
Mogue,mogue_build_and_bom_vers1.pdf,75R,2,
Mogue,mogue_build_and_bom_vers1.pdf,120R,3,
Mogue,mogue_build_and_bom_vers1.pdf,150R,2,
Mogue,mogue_build_and_bom_vers1.pdf,330R,2,
Mogue,mogue_build_and_bom_vers1.pdf,470R,1,
Mogue,mogue_build_and_bom_vers1.pdf,510R,1,
Mogue,mogue_build_and_bom_vers1.pdf,680R,2,
Mogue,mogue_build_and_bom_vers1.pdf,820R,1,
Mogue,mogue_build_and_bom_vers1.pdf,1k,8,
Mogue,mogue_build_and_bom_vers1.pdf,3k3,1,
Mogue,mogue_build_and_bom_vers1.pdf,6k8,2,
Mogue,mogue_build_and_bom_vers1.pdf,15k,2,
Mogue,mogue_build_and_bom_vers1.pdf,22k,3,
Mogue,mogue_build_and_bom_vers1.pdf,33k,1,
Mogue,mogue_build_and_bom_vers1.pdf,47k,1,
Mogue,mogue_build_and_bom_vers1.pdf,68k,1,
Mogue,mogue_build_and_bom_vers1.pdf,82k,1,
Mogue,mogue_build_and_bom_vers1.pdf,150k,1,
Mogue,mogue_build_and_bom_vers1.pdf,270k,1,
Mogue,mogue_build_and_bom_vers1.pdf,LL4148 diodes,2,
Mogue,mogue_build_and_bom_vers1.pdf,LM394,3,
Mogue,mogue_build_and_bom_vers1.pdf,BC557,2,
Mogue,mogue_build_and_bom_vers1.pdf,8 pin DIP socket,3,
Mogue,mogue_build_and_bom_vers1.pdf,BC857,1,
Mogue,mogue_build_and_bom_vers1.pdf,BC847,2,
Mogue,mogue_build_and_bom_vers1.pdf,BCM857,1,
Mogue,mogue_build_and_bom_vers1.pdf,100R trimpot,3,
Mogue,mogue_build_and_bom_vers1.pdf,11mm standoff,1,
Mogue,mogue_build_and_bom_vers1.pdf,100k pot,6,
Mogue,mogue_build_and_bom_vers1.pdf,Eurorack 10 pin power connector,1,
Mogue,mogue_build_and_bom_vers1.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection",2,
Mogue,mogue_build_and_bom_vers1.pdf,3.5MM SOCKET Kobiconn style,8,
Mogue,mogue_build_and_bom_vers1.pdf,10 Pin 2.54mm Single Row Pin Header Strip,2,
Mogue,mogue_build_and_bom_vers1.pdf,10 Pin 2.54mm Single Row Female Pin Header,2,
Neuron/Diff-Rect,neuron_build_bom.pdf,Resistors,Diodes,Pots
Neuron/Diff-Rect,neuron_build_bom.pdf,10Ω - 2 (10R),4,100k - 2
Neuron/Diff-Rect,neuron_build_bom.pdf,22kΩ - 3,,
Neuron/Diff-Rect,neuron_build_bom.pdf,1kΩ - 3,,
Neuron/Diff-Rect,neuron_build_bom.pdf,100kΩ - 11 (these are the unmarked resistors on the PCB),,
Neuron/Diff-Rect,neuron_build_bom.pdf,200k - 1,,
Neuron/Diff-Rect,neuron_build_bom.pdf,10Ω,2,
Neuron/Diff-Rect,neuron_build_bom.pdf,1k,3,
Neuron/Diff-Rect,neuron_build_bom.pdf,22k,3,
Neuron/Diff-Rect,neuron_build_bom.pdf,100k,11,
Neuron/Diff-Rect,neuron_build_bom.pdf,200k,1,
Neuron/Diff-Rect,neuron_build_bom.pdf,100nF capacitor,3,
Neuron/Diff-Rect,neuron_build_bom.pdf,10uF electrolytic capacitor,2,
Neuron/Diff-Rect,neuron_build_bom.pdf,1N4148,4,
Neuron/Diff-Rect,neuron_build_bom.pdf,1N400x,2,
Neuron/Diff-Rect,neuron_build_bom.pdf,TL072 or TL082,2,
Neuron/Diff-Rect,neuron_build_bom.pdf,10 pin power connector,1,
Neuron/Diff-Rect,neuron_build_bom.pdf,3.5mm sockets,10,
Neuron/Diff-Rect,neuron_build_bom.pdf,100k pots,2,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,2n2 = 2.2nF,3,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,1μF,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,10μF,6,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,RL,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,220R,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,1k,4,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,2k2,2,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,3k3,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,10k,3,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,22k,4,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,47k,3,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,100k,4,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,180k,1,
